shooter_name,division,raw_score,placement
"Piet Wolfaardt",Open,,
"Dirk Van Staden",Open,40,1
"Schalk van der Merwe",Open,36,2
"Niel Symington",Open,31,3
"Francois Van wyk",Open,24,4
"Francois Lombaard",Open,12,5
"Chris Pretorius",Open,0,6
"Le Roye Van Der Merwe",Open,0,6
"Stephan van der Merwe",Open,0,6
