shooter_name,division,raw_score,placement
"Ernst Moller",Factory,,
"Kobus Swart",Open,65,1
"Greg Sykes",Senior,59,2
"Handre van Niekerk",Factory,57,3
"Le Riche Coetzer Snr",Senior,56,4
"Angelo Van Zyl",Open,53,5
"Marieke Van Rooyen",Ladies,40,6
"Andre Steenkamp",Senior,38,7
"Jozef Kriek",Factory,33,8
"TW Van Zyl",Factory,23,9
